DATAFLOW,LAST UPDATE,freq,unit,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2017,261642583,be,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2018,262138620,e,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2019,262698205,b,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",1990,246329589,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",1991,247133818,be,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",1992,247687840,e,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",1993,248459257,e,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",1994,249149696,e,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",1995,249689854,e,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",1996,250109461,e,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",1997,250507297,e,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",1998,251740990,be,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",1999,252113956,e,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2000,252513550,be,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2001,253010430,b,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2002,253324177,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2003,254183994,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2004,255095963,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2005,256090326,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2006,256989163,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2007,257890747,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2008,258856437,b,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2009,259757930,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2010,260277921,b,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2011,260415709,b,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2012,260959751,b,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2013,261708074,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2015,262698498,be,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2016,263261207,e,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2017,263772409,be,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2018,264237276,e,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2019,264770593,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Free Trade Association,1990,5697035,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Free Trade Association,1991,5751072,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Free Trade Association,1992,5805869,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Free Trade Association,1993,5852908,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Free Trade Association,1994,5898542,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Free Trade Association,1995,5937622,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Free Trade Association,1996,5972195,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Free Trade Association,1997,5994903,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Free Trade Association,1998,6015765,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Free Trade Association,1999,6044631,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Free Trade Association,2000,6081127,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Free Trade Association,2001,6114808,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Free Trade Association,2002,6153649,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Free Trade Association,2003,6196385,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Free Trade Association,2004,6233599,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Free Trade Association,2005,6272656,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Free Trade Association,2006,6311254,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Free Trade Association,2007,6353647,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Free Trade Association,2008,6416432,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Free Trade Association,2009,6494678,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Free Trade Association,2010,6562506,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Free Trade Association,2011,6628873,b,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Free Trade Association,2012,6697052,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Free Trade Association,2013,6764913,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Free Trade Association,2014,6840244,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Free Trade Association,2015,6913491,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Free Trade Association,2016,6978750,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Free Trade Association,2017,7041680,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Free Trade Association,2018,7095018,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Free Trade Association,2019,7144052,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Free Trade Association,2020,7194913,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Free Trade Association,2021,7239247,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Free Trade Association,2022,7291458,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Free Trade Association,2023,7366735,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Free Trade Association,2024,7472386,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,Greece,1990,5138914,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,Greece,1991,5216182,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,Greece,1992,5261868,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,Greece,1993,5293502,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,Greece,1994,5323509,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,Greece,1995,5347307,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,Greece,1996,5374260,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,Greece,1997,5397100,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,Greece,1998,5429540,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,Greece,1999,5457870,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,Greece,2000,5474106,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,Greece,2001,5505941,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,Greece,2002,5507229,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,Greece,2003,5520990,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,Greece,2004,5534293,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,Greece,2005,5551450,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,Greece,2006,5571325,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,Greece,2007,5593763,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,Greece,2008,5612990,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,Greece,2009,5638650,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,Greece,2010,5658424,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,Greece,2011,5669948,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,Greece,2012,5662522,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,Greece,2013,5637364,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,Greece,2014,5613568,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,Greece,2015,5589628,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,Greece,2016,5559538,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,Greece,2017,5546916,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,Greece,2018,5531125,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,Greece,2019,5516306,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,Greece,2020,5503077,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,Greece,2021,5482584,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,Greece,2022,5346259,b,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,Greece,2023,5320643,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,Greece,2024,5303827,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,Spain,1990,19813442,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,Spain,1991,19838598,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,Spain,1992,19925307,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,Spain,1993,20032645,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,Spain,1994,20130190,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,Spain,1995,20221727,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,Spain,1996,20307916,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,Spain,1997,20391551,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,Spain,1998,20478884,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,Spain,1999,20559311,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,Spain,2000,20643843,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,Spain,2001,20741653,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,Spain,2002,20919754,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,Spain,2003,21285371,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,Spain,2004,21622874,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,Spain,2005,21961051,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,Spain,2006,22290653,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,Spain,2007,22665690,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,Spain,2008,23077456,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,Spain,2009,23358739,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,Spain,2010,23504347,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,Spain,2011,23617694,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,Spain,2012,23719207,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,Spain,2013,23699424,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,Spain,2014,23621034,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,Spain,2015,23603001,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,Spain,2016,23612439,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,Spain,2017,23666286,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,Spain,2018,23755470,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,Spain,2019,23902168,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,Spain,2020,24107382,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,Spain,2021,24152187,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,Spain,2022,24198046,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,Spain,2023,24519768,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,Spain,2024,24792824,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Union - 27 countries (2007-2013),1990,241588889,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Union - 27 countries (2007-2013),1991,242378341,b,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Union - 27 countries (2007-2013),1992,243003650,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Union - 27 countries (2007-2013),1993,243774033,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Union - 27 countries (2007-2013),1994,244403075,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Union - 27 countries (2007-2013),1995,244922961,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Union - 27 countries (2007-2013),1996,245371229,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Union - 27 countries (2007-2013),1997,245781576,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Union - 27 countries (2007-2013),1998,246999938,b,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Union - 27 countries (2007-2013),1999,247362523,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Union - 27 countries (2007-2013),2000,247761502,b,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Union - 27 countries (2007-2013),2001,248348670,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Union - 27 countries (2007-2013),2002,248645365,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Union - 27 countries (2007-2013),2003,249489434,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Union - 27 countries (2007-2013),2004,250388089,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Union - 27 countries (2007-2013),2005,251365496,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Union - 27 countries (2007-2013),2006,252245981,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Union - 27 countries (2007-2013),2007,253129131,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Union - 27 countries (2007-2013),2008,254071506,b,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Union - 27 countries (2007-2013),2009,254945404,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Union - 27 countries (2007-2013),2010,255442459,b,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Union - 27 countries (2007-2013),2011,255558439,b,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Union - 27 countries (2007-2013),2012,256081433,b,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Union - 27 countries (2007-2013),2013,256813392,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Union - 27 countries (2007-2013),2015,257778634,be,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Union - 27 countries (2007-2013),2016,258341688,e,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Union - 27 countries (2007-2013),2017,258854757,be,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Union - 27 countries (2007-2013),2018,259328993,e,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Union - 27 countries (2007-2013),2019,259869074,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Union - 27 countries (from 2020),1990,214665583,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Union - 27 countries (from 2020),1991,215368606,be,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Union - 27 countries (from 2020),1992,215814405,e,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Union - 27 countries (from 2020),1993,216499243,e,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Union - 27 countries (from 2020),1994,217101646,e,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Union - 27 countries (from 2020),1995,217555427,e,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Union - 27 countries (from 2020),1996,217901614,e,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Union - 27 countries (from 2020),1997,218225897,e,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Union - 27 countries (from 2020),1998,219376548,b,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Union - 27 countries (from 2020),1999,219652905,e,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Union - 27 countries (from 2020),2000,219945375,b,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Union - 27 countries (from 2020),2001,220341633,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Union - 27 countries (from 2020),2002,220544882,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Union - 27 countries (from 2020),2003,221274193,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Union - 27 countries (from 2020),2004,222042482,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Union - 27 countries (from 2020),2005,222841116,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Union - 27 countries (from 2020),2006,223515552,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Union - 27 countries (from 2020),2007,224188035,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Union - 27 countries (from 2020),2008,224899187,b,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Union - 27 countries (from 2020),2009,225552613,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Union - 27 countries (from 2020),2010,225829427,b,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Union - 27 countries (from 2020),2011,225708502,b,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Union - 27 countries (from 2020),2012,226006146,b,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Union - 27 countries (from 2020),2013,226532476,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Union - 27 countries (from 2020),2014,226753241,be,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Union - 27 countries (from 2020),2015,227029499,be,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Union - 27 countries (from 2020),2016,227335128,e,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Union - 27 countries (from 2020),2017,227612438,be,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Union - 27 countries (from 2020),2018,227856334,e,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Union - 27 countries (from 2020),2019,228187871,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Union - 27 countries (from 2020),2020,228557256,e,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Union - 27 countries (from 2020),2021,227937507,bep,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Union - 27 countries (from 2020),2022,227911075,ep,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Union - 27 countries (from 2020),2023,228867460,bep,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Union - 27 countries (from 2020),2024,229492073,ep,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Union - 28 countries (2013-2020),1990,244048867,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Union - 28 countries (2013-2020),1991,244842972,be,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Union - 28 countries (2013-2020),1992,245383074,e,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Union - 28 countries (2013-2020),1993,246140392,e,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Union - 28 countries (2013-2020),1994,246815861,e,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,Total,Females,European Union - 28 countries (2013-2020),1995,247342883,e,
